File,Variant Type,Variant Length,counts
BB-3,INS,200,279
BB-3,DEL,-206,332
BB-3,INS,202,344
BB-3,INS,34,553
BB-3,DEL,202,353
BB-3,DEL,-212,299
BB-3,DEL,-75,87
BB-3,DEL,-215,274
BB-3,INS,42,272
BB-3,DEL,439,1
BB-3,DEL,215,206
BB-3,INS,-499,3
BB-3,DEL,-43,312
BB-3,INS,30,416
BB-3,INS,41,319
BB-3,INS,-266,14
BB-3,DEL,-38,392
BB-3,DEL,-62,111
BB-3,DEL,-34,442
BB-3,INS,-55,152
BB-3,INS,34,553
BB-3,INS,-41,307
BB-3,DEL,68,93
BB-3,DEL,-101,42
BB-3,INS,38,441
BB-3,INS,32,627
BB-3,DEL,32,640
BB-3,DEL,85,51
BB-3,DEL,-90,59
BB-3,DEL,-319,2
BB-3,DEL,-57,152
BB-3,INS,-235,65
BB-3,DEL,-168,22
BB-3,INS,32,627
BB-3,DEL,-47,302
BB-3,INS,-30,513
BB-3,INS,76,62
BB-3,INS,-69,114
BB-3,INS,-39,338
BB-3,DEL,-118,32
BB-3,DEL,67,81
BB-3,DEL,209,324
BB-3,DEL,-31,476
BB-3,DEL,200,319
BB-3,INS,-212,289
BB-3,DEL,-200,280
BB-3,DEL,33,570
BB-3,INS,238,39
BB-3,DEL,-236,71
BB-3,DEL,-215,274
BB-3,DEL,-48,229
BB-3,INS,-195,166
BB-3,INS,46,205
BB-3,DEL,-39,390
BB-3,INS,-226,125
BB-3,DEL,-30,487
BB-3,DEL,-210,334
BB-3,INS,-38,373
BB-3,INS,-203,283
BB-3,DEL,82,53
BB-3,DEL,-402,3
BB-3,DEL,41,313
BB-3,DEL,217,196
BB-3,INS,215,210
BB-3,DEL,5009,1
BB-3,DEL,-41,309
BB-3,DEL,2318,1
BB-3,DEL,70,83
BB-3,DEL,-62,111
BB-3,DEL,79,42
BB-3,INS,-218,207
BB-3,DEL,-78,75
BB-3,INS,-203,283
BB-3,INS,40,348
BB-3,INS,-1937,1
BB-3,INS,213,238
BB-3,BND,-55,3
BB-3,BND,-266,1
BB-3,DEL,-65,117
BB-3,DUP,234,1
BB-3,INS,207,333
BB-3,DEL,-6488,2
BB-3,INS,-241,39
BB-3,DEL,214,239
BB-3,DEL,-67,123
BB-3,DEL,38,438
BB-3,INS,-30,513
BB-3,DEL,34,515
BB-3,INS,-35,468
BB-3,DEL,221,162
BB-3,DEL,192,144
BB-3,DEL,-221,166
BB-3,INS,197,268
BB-3,INS,-198,203
BB-3,DEL,-222,183
BB-3,DEL,-56,162
BB-3,INS,153,21
BB-3,DEL,-83,68
BB-3,INS,90,46
BB-3,DEL,-182,26
BB-3,INS,281,6
BB-3,DEL,194,222
BB-3,INS,-80,64
BB-3,INS,-214,240
BB-3,DEL,167,23
BB-3,INS,198,270
BB-3,DEL,-207,375
BB-3,DEL,-199,266
BB-3,DEL,1821,1
BB-3,INS,-49,208
BB-3,DEL,-666,1
BB-3,INS,-217,230
BB-3,DEL,-184,46
BB-3,INS,193,177
BB-3,INS,225,89
BB-3,DEL,11640,1
BB-3,DEL,11639,1
BB-3,DUP,34,5
BB-3,INS,-38,373
BB-3,DEL,-6353,3
BB-3,DEL,-234,78
BB-3,INS,36,495
BB-3,DEL,36,521
BB-3,DEL,500,3
BB-3,DEL,486,3
BB-3,DEL,217,196
BB-3,INS,-111,36
BB-3,INS,100,38
BB-3,INV,-42,6
BB-3,INV,-32,9
BB-3,INS,233,49
BB-3,DEL,212,279
BB-3,DEL,-33,419
BB-3,BND,95,1
BB-3,BND,-70,2
BB-3,DEL,268,11
BB-3,INS,31,526
BB-3,INS,-205,305
BB-3,INV,-6372,1
BB-3,INV,-60,2
BB-3,INS,-240,29
BB-3,DEL,-202,285
BB-3,INS,33,592
BB-3,DEL,-45,290
BB-3,DEL,-135,31
BB-3,INS,487,2
BB-3,INS,-30,513
BB-3,DEL,-50,237
BB-3,INS,152,23
BB-3,DEL,-193,116
BB-3,INS,-211,301
BB-3,INS,-211,301
BB-3,DEL,218,194
BB-3,DEL,-30,487
BB-3,DEL,240,26
BB-3,DEL,45,241
BB-3,DEL,-2072,1
BB-3,INS,-221,164
BB-3,DEL,-204,321
BB-3,DEL,232,44
BB-3,INS,3395,1
BB-3,DEL,151,27
BB-3,DEL,-109,35
BB-3,INS,-204,296
BB-3,DEL,168,27
BB-3,DEL,-214,303
BB-3,DEL,199,301
BB-3,INS,200,279
BB-3,DEL,230,64
BB-3,INS,30,416
BB-3,INS,-33,435
BB-3,DEL,-36,435
BB-3,DEL,217,196
BB-3,DEL,192,144
BB-3,INS,98,41
BB-3,INS,42,272
BB-3,BND,33,4
BB-3,INS,59,90
BB-3,DEL,-6318,4
BB-3,DEL,33,570
BB-3,INS,-219,198
BB-3,DEL,-219,216
BB-3,INS,-6328,4
BB-3,INS,200,279
BB-3,INS,-126,22
BB-3,INS,54,129
BB-3,DEL,-43,312
BB-3,DEL,203,362
BB-3,INS,204,354
BB-3,INS,-212,289
BB-3,INS,-62,112
BB-3,INS,209,344
BB-3,INS,222,112
BB-3,INS,47,191
BB-3,DEL,-45,290
BB-3,INS,-218,207
BB-3,DEL,-129,31
BB-3,DEL,-442,7
BB-3,DEL,-32,563
BB-3,INS,33,592
BB-3,DEL,31,540
BB-3,INS,390,4
BB-3,DEL,-104,48
BB-3,INS,-224,147
BB-3,INS,-32,481
BB-3,DEL,101,39
BB-3,DEL,198,297
BB-3,INS,225,89
BB-3,INS,-39,338
BB-3,INS,-121,27
BB-3,DEL,179,32
BB-3,DEL,218,194
BB-3,DEL,201,349
BB-3,DEL,-192,110
BB-3,DEL,200,319
BB-3,INS,62,82
BB-3,INS,216,195
BB-3,INS,-54,183
BB-3,DEL,206,341
BB-3,DEL,-213,273
BB-3,DEL,-39,390
BB-3,INS,52,131
BB-3,INS,222,112
BB-3,INS,-231,76
BB-3,DEL,33,570
BB-3,DEL,295,7
BB-3,INS,213,238
BB-3,INS,31,526
BB-3,INS,151,17
BB-3,DEL,-234,78
BB-3,INS,33,592
BB-3,INS,215,210
BB-3,INS,205,359
BB-3,DEL,46,187
BB-3,INS,-619,1
BB-3,DEL,-50,237
BB-3,DEL,3542,1
BB-3,INS,-334,3
BB-3,INS,39,440
BB-3,DEL,30,464
BB-3,BND,-733,1
BB-3,BND,-30,8
BB-3,BND,-118,1
BB-3,BND,-996,1
BB-3,INS,-83,62
BB-3,INS,191,160
BB-3,INS,-119,28
BB-3,INS,-31,439
BB-3,INS,-2588,2
BB-3,DEL,-48,229
BB-3,INS,33,592
BB-3,INS,-218,207
BB-3,INS,155,26
BB-3,INS,-78,70
BB-3,DEL,206,341
BB-3,DEL,-6201,1
BB-3,INS,36,495
BB-3,DEL,-198,225
BB-3,INS,-205,305
BB-3,INS,1630,1
BB-3,DEL,99,45
BB-3,DEL,-38,392
BB-3,DEL,40,360
BB-3,DEL,-35,459
BB-3,DEL,-34,442
BB-3,INS,61,91
BB-3,DEL,-163,22
BB-3,DEL,-213,273
BB-3,DEL,300,7
BB-3,DEL,195,232
BB-3,INS,-36,462
BB-3,DEL,-32,563
BB-3,INS,52,131
BB-3,DEL,-54,176
BB-3,INS,-68,91
BB-3,BND,211,3
BB-3,DEL,-248,15
BB-3,INS,30,416
BB-3,DEL,43,312
BB-3,DEL,164,23
BB-3,INS,-156,20
BB-3,INS,-550,2
BB-3,DEL,68,93
BB-3,INS,206,353
BB-3,DEL,-196,188
BB-3,DEL,-6355,5
BB-3,INS,-1175,1
BB-3,DEL,-729,2
BB-3,DEL,6215,1
BB-3,INS,196,251
BB-3,INS,240,27
BB-3,DEL,37,450
BB-3,DEL,-72,97
BB-3,INS,214,243
BB-3,DEL,6241,1
BB-3,DEL,-195,182
BB-3,INS,-205,305
BB-3,DEL,1359,1
BB-3,INS,34,553
BB-3,INS,1460,1
BB-3,INS,207,333
BB-3,DEL,-294,5
BB-3,DEL,-70,127
BB-3,INS,41,319
BB-3,INS,40,348
BB-3,DEL,-81,77
BB-3,DEL,-68,109
BB-3,DEL,-67,123
BB-3,DEL,-216,249
BB-3,BND,162,1
BB-3,INS,70,80
BB-3,INS,33,592
BB-3,INS,-208,345
BB-3,INS,-53,183
BB-3,DEL,-92,56
BB-3,INS,-103,39
BB-3,INS,46,205
BB-3,DEL,-33,419
BB-3,DEL,46,187
BB-3,INS,32,627
BB-3,INS,-79,69
BB-3,INS,35,534
BB-3,INS,34,553
BB-3,DEL,-45,290
BB-3,DEL,-199,266
BB-3,INS,-160,21
BB-3,INS,207,333
BB-3,DEL,38,438
BB-3,DEL,57,118
BB-3,DEL,-61,134
BB-3,DEL,-38,392
BB-3,INS,-204,296
BB-3,INS,1525,2
BB-3,INS,-46,239
BB-3,DEL,-181,37
BB-3,DEL,-91,50
BB-3,DEL,160,24
BB-3,DEL,46,187
BB-3,INS,-124,17
BB-3,DEL,108,38
BB-3,INS,-35,468
BB-3,INS,-209,305
BB-3,DEL,42,305
BB-3,INS,38,441
BB-3,INS,-2044,2
BB-3,DEL,230,64
BB-3,DEL,42,305
BB-3,DEL,46,187
BB-3,INS,329,11
BB-3,INS,-236,59
BB-3,INS,41,319
BB-3,DEL,199,301
BB-3,DEL,288,5
BB-3,DEL,-235,70
BB-3,BND,-207,3
BB-3,INS,-50,256
BB-3,DEL,214,239
BB-3,DEL,-69,115
BB-3,DEL,49,200
BB-3,INS,-54,183
BB-3,INS,205,359
BB-3,DEL,192,144
BB-3,INS,199,336
BB-3,DEL,-206,332
BB-3,DEL,-177,28
BB-3,INS,-6408,1
BB-3,INS,201,319
BB-3,DEL,-37,383
BB-3,INS,-169,12
BB-3,INS,197,268
BB-3,INS,304,7
BB-3,INS,32,627
BB-3,DEL,204,365
BB-3,INS,196,251
BB-3,INS,205,359
BB-3,INS,196,251
BB-3,DEL,-796,2
BB-3,DEL,-210,334
BB-3,DEL,200,319
BB-3,INS,-202,269
BB-3,DEL,219,158
BB-3,INS,58,112
BB-3,DEL,136,28
BB-3,INS,53,134
BB-3,INS,-102,39
BB-3,INS,-195,166
BB-3,DEL,-44,297
BB-3,DEL,46,187
BB-3,DEL,50,169
BB-3,BND,191,2
BB-3,INS,-81,63
BB-3,DEL,-201,267
BB-3,DEL,-70,127
BB-3,INS,-50,256
BB-3,INS,-31,439
BB-3,INS,31,526
BB-3,INS,-46,239
BB-3,INS,-203,283
BB-3,INS,30,416
BB-3,INS,-244,23
BB-3,DEL,172,19
BB-3,DEL,-94,36
BB-3,INS,-228,100
BB-3,DEL,-212,299
BB-3,INS,614,1
BB-3,INS,-200,287
BB-3,INS,35,534
BB-3,INS,34,553
BB-3,DEL,-200,280
BB-3,DEL,-49,246
BB-3,DEL,-1119,1
BB-3,INS,-97,45
BB-3,INS,208,299
BB-3,INS,-212,289
BB-3,DEL,-195,182
BB-3,DEL,212,279
BB-3,DEL,-147,12
BB-3,DEL,183,43
BB-3,DEL,-214,303
BB-3,INS,-215,250
BB-3,DEL,-229,109
BB-3,DEL,-35,459
BB-3,INS,-1250,1
BB-3,DEL,-51,244
BB-3,INS,-214,240
BB-3,DEL,-47,302
BB-3,DEL,36,521
BB-3,DEL,35,565
BB-3,INS,-217,230
BB-3,DEL,-322,5
BB-3,INS,50,170
BB-3,INS,-207,323
BB-3,DEL,-475,3
BB-3,DEL,-60,134
BB-3,DEL,38,438
BB-3,DEL,-2168,1
BB-3,INS,-6371,2
BB-3,DEL,36,521
BB-3,DEL,70,83
BB-3,INS,-55,152
BB-3,DEL,-217,252
BB-3,INS,34,553
BB-3,DEL,-220,219
BB-3,DEL,-30,487
BB-3,DEL,-221,166
BB-3,DEL,33,570
BB-3,DEL,-169,25
BB-3,DEL,-203,318
BB-3,DEL,36,521
BB-3,DEL,-683,2
BB-3,INS,211,274
BB-3,INS,217,194
BB-3,DEL,-55,197
BB-3,DEL,-38,392
BB-3,INS,31,526
BB-3,DEL,-41,309
BB-3,DEL,-53,210
BB-3,DEL,31,540
BB-3,INS,-212,289
BB-3,DEL,35,565
BB-3,DEL,37,450
BB-3,INS,212,250
BB-3,INS,-184,36
BB-3,DEL,193,193
BB-3,DEL,191,144
BB-3,INS,200,279
BB-3,DEL,-57,152
BB-3,DEL,-203,318
BB-3,DEL,-393,4
BB-3,INS,-47,237
BB-3,DEL,204,365
BB-3,DEL,-33,419
BB-3,INS,36,495
BB-3,DEL,43,312
BB-3,INS,69,64
BB-3,INS,-186,27
BB-3,DEL,113,23
BB-3,DEL,221,162
BB-3,INS,208,299
BB-3,DEL,-30,487
BB-3,DEL,45,241
BB-3,INS,31,526
BB-3,DEL,32,640
BB-3,INS,207,333
BB-3,INS,-31,439
BB-3,INS,42,272
BB-3,DEL,-228,105
BB-3,INS,-290,4
BB-3,INS,74,65
BB-3,INS,309,10
BB-3,DEL,200,319
BB-3,DEL,94,56
BB-3,DEL,33,570
BB-3,DEL,-199,266
BB-3,INS,198,270
BB-3,DEL,-212,299
BB-3,INS,-45,230
BB-3,INS,198,270
BB-3,INS,62,82
BB-3,DEL,203,362
BB-3,INS,34,553
BB-3,INS,-219,198
BB-3,INS,-51,220
BB-3,DEL,40,360
BB-3,INS,160,31
BB-3,INS,-123,22
BB-3,INS,-241,39
BB-3,INS,69,64
BB-3,DEL,-50,237
BB-3,INS,106,32
BB-3,DEL,-97,53
BB-3,DEL,30,464
BB-3,INS,-228,100
BB-3,INS,-38,373
BB-3,INS,-202,269
BB-3,INS,34,553
BB-3,INS,-199,231
BB-3,DEL,33,570
BB-3,INS,-41,307
BB-3,DEL,117,36
BB-3,DEL,-92,56
BB-3,INS,210,306
BB-3,INS,-30,513
BB-3,INS,-85,51
BB-3,INS,-1473,1
BB-3,DEL,36,521
BB-3,DEL,-218,207
BB-3,INS,145,21
BB-3,INS,45,231
BB-3,DEL,83,52
BB-3,DEL,-32,563
BB-3,INS,40,348
BB-3,DEL,31,540
BB-3,INS,-31,439
BB-3,DEL,-200,280
BB-3,INS,-194,143
BB-3,DEL,31,540
BB-3,DEL,37,450
BB-3,DEL,-190,87
BB-3,INS,98,41
BB-3,DEL,37,450
BB-3,INS,191,160
BB-3,DEL,-220,219
BB-3,INS,84,58
BB-3,DEL,-81,77
BB-3,INS,-226,125
BB-3,DEL,2309,2
BB-3,DEL,33,570
BB-3,DEL,385,2
BB-3,INS,-34,443
BB-3,DEL,217,196
BB-3,INS,196,251
BB-3,INS,-32,481
BB-3,INS,202,344
BB-3,DEL,255,12
BB-3,INS,167,23
BB-3,INS,35,534
BB-3,DEL,-233,84
BB-3,DEL,72,77
BB-3,DEL,115,23
BB-3,INS,210,306
BB-3,INS,-78,70
BB-3,DEL,33,570
BB-3,INS,48,182
BB-3,INS,-77,69
BB-3,INS,-51,220
BB-3,DEL,93,54
BB-3,INS,249,20
BB-3,DEL,479,2
BB-3,BND,-30,8
BB-3,DEL,-149,24
BB-3,BND,-196,3
BB-3,INS,380,5
BB-3,INS,-56,156
BB-3,INS,-63,126
BB-3,DEL,-101,42
BB-3,INS,-44,304
BB-3,INS,36,495
BB-3,DEL,-47,302
BB-3,INS,1113,1
BB-3,INV,35,13
BB-3,INV,38,12
BB-3,INS,82,58
BB-3,DEL,216,208
BB-3,INS,-56,156
BB-3,INS,65,67
BB-3,INS,-31,439
BB-3,DEL,219,158
BB-3,INS,120,26
BB-3,INS,-97,45
BB-3,DEL,-119,35
BB-3,DEL,201,349
BB-3,INS,-100,35
BB-3,INS,45,231
BB-3,INS,31,526
BB-3,DEL,194,222
BB-3,DEL,-108,34
BB-3,DEL,-227,119
BB-3,INS,45,231
BB-3,DEL,-2537,1
BB-3,DEL,-33,419
BB-3,DEL,69,75
BB-3,DEL,-81,77
BB-3,BND,93,1
BB-3,INS,-213,282
BB-3,DEL,30,464
BB-3,INS,-215,250
BB-3,INS,-38,373
BB-3,INS,199,336
BB-3,INV,-53,1
BB-3,INV,73,4
BB-3,BND,-74,3
BB-3,BND,332,1
BB-3,DEL,178,34
BB-3,INS,-177,15
BB-3,DEL,-61,134
BB-3,INS,-199,231
BB-3,INS,-120,24
BB-3,DEL,-39,390
BB-3,DEL,-172,7
BB-3,INS,-154,21
BB-3,DEL,-49,246
BB-3,INS,41,319
BB-3,INS,84,58
BB-3,INS,-201,247
BB-3,DEL,46,187
BB-3,DEL,36,521
BB-3,INS,-12155,1
BB-3,DEL,30,464
BB-3,DEL,-85,68
BB-3,INS,-55,152
BB-3,DEL,-82,62
BB-3,INS,-64,112
BB-3,DEL,-30,487
BB-3,INS,-60,130
BB-3,DEL,-205,314
BB-3,DEL,39,417
BB-3,INS,-39,338
BB-3,DEL,207,296
BB-3,INS,-213,282
BB-3,DEL,-54,176
BB-3,INV,299,2
BB-3,INV,449,1
BB-3,DEL,229,73
BB-3,DEL,95,52
BB-3,DEL,44,258
BB-3,DEL,316,5
BB-3,DEL,31,540
BB-3,DEL,-149,24
BB-3,DEL,35,565
BB-3,DEL,90,39
BB-3,INS,-337,2
BB-3,INS,-84,56
BB-3,DEL,34,515
BB-3,INS,6277,1
BB-3,INS,-958,2
BB-3,DEL,204,365
BB-3,INS,-226,125
BB-3,DEL,-208,350
BB-3,DEL,193,193
BB-3,DEL,-96,60
BB-3,DEL,-204,321
BB-3,DEL,206,341
BB-3,DEL,-216,249
BB-3,DEL,45,241
BB-3,INS,-34,443
BB-3,DEL,44,258
BB-3,INS,-37,378
BB-3,DEL,208,334
BB-3,DEL,-212,299
BB-3,INV,-33,11
BB-3,INV,244,2
BB-3,INS,56,128
BB-3,INS,38,441
BB-3,INS,34,553
BB-3,INS,183,50
BB-3,INS,199,336
BB-3,DEL,201,349
BB-3,INS,-235,65
BB-3,INS,194,185
BB-3,DEL,-222,183
BB-3,DEL,-77,77
BB-3,INS,-211,301
BB-3,BND,196,3
BB-3,INS,-48,233
BB-3,BND,212,4
BB-3,DEL,-427,5
BB-3,INS,36,495
BB-3,DEL,199,301
BB-3,DEL,-215,274
BB-3,INS,-40,312
BB-3,DEL,143,24
BB-3,DEL,-42,329
BB-3,INS,213,238
BB-3,DEL,-69,115
BB-3,INS,-51,220
BB-3,DEL,-32,563
BB-3,INS,90,46
BB-3,DEL,-44,297
BB-3,INS,35,534
BB-3,DEL,32,640
BB-3,DEL,-212,299
BB-3,INS,-224,147
BB-3,INS,-35,468
BB-3,INS,-39,338
BB-3,INS,59,90
BB-3,INS,-52,218
BB-3,INS,32,627
BB-3,INS,-145,18
BB-3,DEL,194,222
BB-3,INS,53,134
BB-3,DEL,-76,81
BB-3,DEL,-223,171
BB-3,DEL,-66,83
BB-3,INS,35,534
BB-3,DEL,-232,75
BB-3,INS,48,182
BB-3,DEL,438,6
BB-3,INS,-51,220
BB-3,INS,60,86
BB-3,DEL,-60,134
BB-3,DEL,73,81
BB-3,INS,45,231
BB-3,DEL,40,360
BB-3,INS,43,253
BB-3,DEL,-47,302
BB-3,DEL,-51,244
BB-3,DEL,213,263
BB-3,INS,106,32
BB-3,DEL,-62,111
BB-3,INS,-46,239
BB-3,INS,-44,304
BB-3,DEL,35,565
BB-3,DEL,-107,45
BB-3,DEL,83,52
BB-3,DEL,213,263
BB-3,INS,-63,126
BB-3,DEL,-109,35
BB-3,INS,-221,164
BB-3,DEL,-214,303
BB-3,INS,53,134
BB-3,INS,-210,258
BB-3,DEL,-42,329
BB-3,DEL,-220,219
BB-3,DEL,33,570
BB-3,INS,51,156
BB-3,DEL,212,279
BB-3,INS,-56,156
BB-3,INS,73,67
BB-3,DEL,-66,83
BB-3,INS,-84,56
BB-3,DEL,107,35
BB-3,INS,-111,36
BB-3,INS,32,627
BB-3,INS,204,354
BB-3,INS,-229,112
BB-3,DEL,564,3
BB-3,DEL,-39,390
BB-3,INS,-31,439
BB-3,INS,35,534
BB-3,DEL,52,158
BB-3,DEL,-34,442
BB-3,DEL,61,89
BB-3,INS,-36,462
BB-3,DEL,-213,273
BB-3,INS,229,71
BB-3,INS,-206,307
BB-3,DEL,212,279
BB-3,DEL,39,417
BB-3,DEL,206,341
BB-3,DEL,-54,176
BB-3,INS,62,82
BB-3,DEL,-193,116
BB-3,DEL,31,540
BB-3,DEL,-216,249
BB-3,INS,-39,338
BB-3,INS,-61,108
BB-3,INS,-34,443
BB-3,DEL,-849,1
BB-3,INS,-199,231
BB-3,DEL,-35,459
BB-3,DEL,-31,476
BB-3,INS,208,299
BB-3,DEL,201,349
BB-3,INS,-93,34
BB-3,INS,-6401,3
BB-3,DEL,-228,105
BB-3,INS,-6193,1
BB-3,DEL,-209,292
BB-3,DEL,853,1
BB-3,INS,-243,20
BB-3,INS,34,553
BB-3,BND,201,2
BB-3,BND,202,3
BB-3,DEL,41,313
BB-3,INS,52,131
BB-3,DEL,199,301
BB-3,DEL,-80,70
BB-3,INS,99,50
BB-3,DEL,213,263
BB-3,INS,121,26
BB-3,INS,31,526
BB-3,INS,228,61
BB-3,DEL,194,222
BB-3,INS,224,94
BB-3,DEL,105,33
BB-3,INS,-130,27
BB-3,DEL,-58,150
BB-3,DEL,-57,152
BB-3,DEL,-90,59
BB-3,DEL,-218,207
BB-3,DEL,-6167,2
BB-3,DEL,52,158
BB-3,DEL,-215,274
BB-3,DEL,-164,17
BB-3,INS,182,38
BB-3,INS,36,495
BB-3,DEL,38,438
BB-3,DEL,-276,8
BB-3,BND,-55,3
BB-3,BND,207,2
BB-3,DEL,204,365
BB-3,DEL,-39,390
BB-3,DEL,-31,476
BB-3,INS,-31,439
BB-3,DEL,47,231
BB-3,INS,48,182
BB-3,INS,194,185
BB-3,INS,34,553
BB-3,INS,-124,17
BB-3,INS,-121,27
BB-3,INS,313,5
BB-3,DEL,204,365
BB-3,INS,-214,240
BB-3,INS,76,62
BB-3,INS,318,5
BB-3,INS,180,36
BB-3,INS,-153,20
BB-3,INS,111,21
BB-3,INS,-118,34
BB-3,INS,-97,45
BB-3,DEL,52,158
BB-3,DEL,206,341
BB-3,DEL,36,521
BB-3,DEL,39,417
BB-3,DEL,35,565
BB-3,DEL,-126,29
BB-3,INS,1164,2
BB-3,DEL,-53,210
BB-3,DEL,31,540
BB-3,INS,-213,282
BB-3,INS,31,526
BB-3,INS,48,182
BB-3,DEL,37,450
BB-3,DEL,-219,216
BB-3,INS,64,97
BB-3,INS,35,534
BB-3,BND,-197,1
BB-3,DEL,208,334
BB-3,DEL,100,47
BB-3,DEL,61,89
BB-3,INS,-41,307
BB-3,INS,-198,203
BB-3,INS,300,14
BB-3,INS,-120,24
BB-3,DEL,49,200
BB-3,DEL,61,89
BB-3,INS,-217,230
BB-3,INS,34,553
BB-3,DEL,-35,459
BB-3,INV,218,1
BB-3,INV,203,10
BB-3,INS,204,354
BB-3,DEL,-215,274
BB-3,INS,-221,164
BB-3,DEL,-38,392
BB-3,DEL,208,334
BB-3,INS,31,526
BB-3,INS,-36,462
BB-3,INS,217,194
BB-3,INS,-237,53
BB-3,INS,214,243
BB-3,DEL,33,570
BB-3,INS,194,185
BB-3,DEL,-216,249
BB-3,INS,34,553
BB-3,DEL,-206,332
BB-3,INS,46,205
BB-3,INS,47,191
BB-3,INS,227,79
BB-3,DEL,34,515
BB-3,INS,-204,296
BB-3,INS,68,59
BB-3,DEL,43,312
BB-3,INS,-37,378
BB-3,INS,41,319
BB-3,INS,-35,468
BB-3,DEL,-31,476
BB-3,DEL,-202,285
BB-3,INS,-67,101
BB-3,DEL,236,38
BB-3,INS,-215,250
BB-3,INS,-32,481
BB-3,DEL,-51,244
BB-3,INS,120,26
BB-3,DEL,467,4
BB-3,INS,119,38
BB-3,INS,37,413
BB-3,INS,202,344
BB-3,DEL,-226,131
BB-3,DEL,35,565
BB-3,DEL,130,28
BB-3,INS,-99,47
BB-3,INS,-125,24
BB-3,DEL,-59,135
BB-3,INS,213,238
BB-3,DEL,206,341
BB-3,INS,-189,59
BB-3,INS,-202,269
BB-3,INS,-50,256
BB-3,DEL,-847,3
BB-3,INS,215,210
BB-3,DEL,201,349
BB-3,INS,-50,256
BB-3,INS,177,32
BB-3,INS,-42,277
BB-3,INS,51,156
BB-3,DEL,31,540
BB-3,INS,243,23
BB-3,INS,-198,203
BB-3,DEL,-37,383
BB-3,INS,6251,1
BB-3,DEL,208,334
BB-3,DEL,104,41
BB-3,DEL,219,158
BB-3,DEL,-198,225
BB-3,INS,44,229
BB-3,DEL,-66,83
BB-3,DEL,-198,225
BB-3,DEL,-47,302
BB-3,INV,-179,1
BB-3,INV,-35,16
BB-3,INS,-36,462
BB-3,BND,199,6
BB-3,INS,-148,14
BB-3,INS,181,39
BB-3,DEL,-209,292
BB-3,INS,39,440
BB-3,INS,37,413
BB-3,DEL,-202,285
BB-3,DEL,60,95
BB-3,DEL,-204,321
BB-3,INS,-187,46
BB-3,INS,198,270
BB-3,DEL,203,362
BB-3,DEL,59,114
BB-3,DEL,-135,31
BB-3,DEL,204,365
BB-3,INS,37,413
BB-3,INS,207,333
BB-3,DEL,-64,124
BB-3,INS,203,318
BB-3,DEL,-34,442
BB-3,INS,35,534
BB-3,INS,-64,112
BB-3,INS,-57,132
BB-3,DEL,208,334
BB-3,DEL,37,450
BB-3,INS,201,319
BB-3,INS,50,170
BB-3,INS,32,627
BB-3,INS,124,35
BB-3,DEL,-210,334
BB-3,INS,205,359
BB-3,DEL,191,144
BB-3,DEL,-51,244
BB-3,DEL,40,360
BB-3,DEL,192,144
BB-3,DEL,190,130
BB-3,DEL,63,93
BB-3,INS,-31,439
BB-3,DEL,-202,285
BB-3,INS,-82,61
BB-3,DEL,31,540
BB-3,INS,-83,62
BB-3,INS,82,58
BB-3,DEL,129,30
BB-3,INS,-32,481
BB-3,DEL,72,77
BB-3,DEL,-30,487
BB-3,INS,129,17
BB-3,INS,34,553
BB-3,INS,216,195
BB-3,DEL,-627,3
BB-3,INS,34,553
BB-3,INS,-200,287
BB-3,INS,-65,106
BB-3,DEL,-235,70
BB-3,INS,-37,378
BB-3,DEL,-51,244
BB-3,INS,-199,231
BB-3,DEL,62,88
BB-3,DEL,-38,392
BB-3,INS,814,2
BB-3,INS,220,156
BB-3,INS,-206,307
BB-3,INS,-40,312
BB-3,INS,31,526
BB-3,INS,-196,165
BB-3,DEL,36,521
BB-3,INS,124,35
BB-3,INS,-6433,1
BB-3,DEL,-229,109
BB-3,INS,42,272
BB-3,INS,214,243
BB-3,INS,-206,307
BB-3,INS,198,270
BB-3,DEL,-197,192
BB-3,DEL,209,324
BB-3,DEL,717,1
BB-3,INS,-206,307
BB-3,DEL,205,373
BB-3,INS,201,319
BB-3,INS,40,348
BB-3,DEL,-222,183
BB-3,INS,111,21
BB-3,DEL,32,640
BB-3,DUP,40,1
BB-3,INS,-54,183
BB-3,INS,-40,312
BB-3,DEL,222,110
BB-3,INS,225,89
BB-3,DEL,188,99
BB-3,DEL,189,115
BB-3,DEL,-206,332
BB-3,DEL,32,640
BB-3,DEL,46,187
BB-3,DEL,-233,84
BB-3,INS,229,71
BB-3,DEL,188,99
BB-3,INS,-204,296
BB-3,INS,211,274
BB-3,DEL,-211,298
BB-3,DEL,-384,3
BB-3,INS,-212,289
BB-3,DEL,33,570
BB-3,INS,209,344
BB-3,INS,-62,112
BB-3,DEL,221,162
BB-3,DEL,-43,312
BB-3,INS,-149,16
BB-3,INS,200,279
BB-3,DEL,-226,131
BB-3,INS,53,134
BB-3,DEL,-224,146
BB-3,INS,-224,147
BB-3,INS,157,23
BB-3,DEL,-208,350
BB-3,INS,228,61
BB-3,INS,199,336
BB-3,INS,-32,481
BB-3,DEL,-205,314
BB-3,INS,-226,125
BB-3,INS,-43,268
BB-3,INS,-38,373
BB-3,DEL,-49,246
BB-3,DEL,206,341
BB-3,INS,-75,65
BB-3,INS,42,272
BB-3,INS,6331,1
BB-3,INS,211,274
BB-3,DEL,52,158
BB-3,INS,31,526
BB-3,INS,149,23
